image_id,width,height,bbox
LEAF_0010.jpg,1024,1024,"[170, 769, 77, 86]"
LEAF_0010.jpg,1024,1024,"[234, 755, 35, 80]"
LEAF_0010.jpg,1024,1024,"[223, 850, 56, 50]"
LEAF_0010.jpg,1024,1024,"[93, 939, 93, 85]"
LEAF_0010.jpg,1024,1024,"[1, 929, 54, 67]"
LEAF_0010.jpg,1024,1024,"[230, 936, 51, 88]"
LEAF_0010.jpg,1024,1024,"[165, 922, 65, 71]"
LEAF_0010.jpg,1024,1024,"[303, 119, 16, 28]"
LEAF_0010.jpg,1024,1024,"[295, 307, 46, 66]"
LEAF_0010.jpg,1024,1024,"[274, 281, 25, 31]"
LEAF_0010.jpg,1024,1024,"[260, 309, 26, 58]"
LEAF_0010.jpg,1024,1024,"[296, 371, 28, 23]"
LEAF_0010.jpg,1024,1024,"[302, 393, 20, 51]"
LEAF_0010.jpg,1024,1024,"[320, 390, 33, 40]"
LEAF_0010.jpg,1024,1024,"[280, 394, 19, 37]"
LEAF_0010.jpg,1024,1024,"[258, 406, 21, 80]"
LEAF_0010.jpg,1024,1024,"[288, 452, 14, 37]"
LEAF_0010.jpg,1024,1024,"[246, 528, 59, 39]"
LEAF_0010.jpg,1024,1024,"[298, 473, 59, 80]"
LEAF_0010.jpg,1024,1024,"[272, 564, 33, 40]"
LEAF_0010.jpg,1024,1024,"[342, 549, 79, 56]"
LEAF_0010.jpg,1024,1024,"[362, 421, 21, 59]"
LEAF_0010.jpg,1024,1024,"[362, 395, 29, 29]"
LEAF_0010.jpg,1024,1024,"[356, 211, 22, 30]"
LEAF_0010.jpg,1024,1024,"[323, 598, 67, 89]"
LEAF_0010.jpg,1024,1024,"[314, 816, 30, 75]"
LEAF_0010.jpg,1024,1024,"[348, 811, 35, 77]"
LEAF_0010.jpg,1024,1024,"[441, 394, 25, 29]"
LEAF_0010.jpg,1024,1024,"[411, 467, 35, 51]"
LEAF_0010.jpg,1024,1024,"[426, 525, 66, 47]"
LEAF_0010.jpg,1024,1024,"[443, 588, 42, 59]"
LEAF_0010.jpg,1024,1024,"[388, 654, 16, 36]"
LEAF_0010.jpg,1024,1024,"[452, 677, 36, 105]"
LEAF_0010.jpg,1024,1024,"[385, 925, 29, 56]"
LEAF_0010.jpg,1024,1024,"[474, 811, 33, 42]"
LEAF_0010.jpg,1024,1024,"[501, 930, 70, 70]"
LEAF_0010.jpg,1024,1024,"[391, 971, 42, 39]"
LEAF_0010.jpg,1024,1024,"[483, 715, 34, 73]"
LEAF_0010.jpg,1024,1024,"[505, 742, 28, 92]"
LEAF_0010.jpg,1024,1024,"[510, 481, 27, 91]"
LEAF_0010.jpg,1024,1024,"[449, 486, 33, 26]"
LEAF_0010.jpg,1024,1024,"[473, 400, 32, 23]"
LEAF_0010.jpg,1024,1024,"[516, 282, 22, 46]"
LEAF_0010.jpg,1024,1024,"[527, 390, 13, 30]"
LEAF_0010.jpg,1024,1024,"[520, 666, 28, 63]"
LEAF_0010.jpg,1024,1024,"[498, 672, 19, 49]"
LEAF_0010.jpg,1024,1024,"[487, 665, 23, 39]"
LEAF_0010.jpg,1024,1024,"[535, 826, 89, 59]"
LEAF_0010.jpg,1024,1024,"[502, 891, 47, 39]"
LEAF_0010.jpg,1024,1024,"[546, 904, 68, 54]"
LEAF_0010.jpg,1024,1024,"[424, 80, 29, 68]"
LEAF_0010.jpg,1024,1024,"[388, 30, 24, 84]"
LEAF_0010.jpg,1024,1024,"[443, 58, 42, 48]"
LEAF_0010.jpg,1024,1024,"[485, 61, 35, 44]"
LEAF_0010.jpg,1024,1024,"[531, 1, 51, 47]"
LEAF_0010.jpg,1024,1024,"[536, 64, 39, 62]"
LEAF_0010.jpg,1024,1024,"[530, 126, 40, 44]"
LEAF_0010.jpg,1024,1024,"[600, 1, 33, 60]"
LEAF_0010.jpg,1024,1024,"[586, 129, 27, 45]"
LEAF_0010.jpg,1024,1024,"[570, 129, 21, 55]"
LEAF_0010.jpg,1024,1024,"[544, 376, 24, 18]"
LEAF_0010.jpg,1024,1024,"[585, 420, 56, 38]"
LEAF_0010.jpg,1024,1024,"[551, 642, 24, 82]"
LEAF_0010.jpg,1024,1024,"[574, 687, 23, 41]"
LEAF_0010.jpg,1024,1024,"[503, 995, 30, 27]"
LEAF_0010.jpg,1024,1024,"[597, 331, 37, 62]"
LEAF_0010.jpg,1024,1024,"[630, 291, 37, 67]"
LEAF_0010.jpg,1024,1024,"[585, 67, 29, 35]"
LEAF_0010.jpg,1024,1024,"[590, 467, 19, 30]"
LEAF_0010.jpg,1024,1024,"[594, 490, 28, 16]"
LEAF_0010.jpg,1024,1024,"[596, 688, 17, 38]"
LEAF_0010.jpg,1024,1024,"[612, 722, 67, 37]"
LEAF_0010.jpg,1024,1024,"[615, 643, 18, 71]"
LEAF_0010.jpg,1024,1024,"[591, 768, 41, 27]"
LEAF_0010.jpg,1024,1024,"[631, 815, 46, 38]"
LEAF_0010.jpg,1024,1024,"[683, 772, 30, 65]"
LEAF_0010.jpg,1024,1024,"[706, 156, 23, 36]"
LEAF_0010.jpg,1024,1024,"[699, 270, 26, 57]"
LEAF_0010.jpg,1024,1024,"[665, 325, 49, 53]"
LEAF_0010.jpg,1024,1024,"[674, 304, 24, 22]"
LEAF_0010.jpg,1024,1024,"[625, 371, 38, 38]"
LEAF_0010.jpg,1024,1024,"[654, 390, 17, 31]"
LEAF_0010.jpg,1024,1024,"[681, 550, 43, 72]"
LEAF_0010.jpg,1024,1024,"[648, 558, 27, 79]"
LEAF_0010.jpg,1024,1024,"[668, 594, 28, 67]"
LEAF_0010.jpg,1024,1024,"[658, 653, 25, 52]"
LEAF_0010.jpg,1024,1024,"[697, 666, 31, 73]"
LEAF_0010.jpg,1024,1024,"[680, 899, 31, 32]"
LEAF_0010.jpg,1024,1024,"[717, 492, 37, 51]"
LEAF_0010.jpg,1024,1024,"[665, 436, 25, 68]"
LEAF_0010.jpg,1024,1024,"[626, 494, 33, 50]"
LEAF_0010.jpg,1024,1024,"[717, 351, 36, 98]"
LEAF_0010.jpg,1024,1024,"[751, 318, 35, 74]"
LEAF_0010.jpg,1024,1024,"[785, 353, 32, 45]"
LEAF_0010.jpg,1024,1024,"[757, 398, 23, 63]"
LEAF_0010.jpg,1024,1024,"[783, 798, 39, 35]"
LEAF_0010.jpg,1024,1024,"[766, 904, 18, 42]"
LEAF_0010.jpg,1024,1024,"[787, 891, 32, 35]"
LEAF_0010.jpg,1024,1024,"[857, 592, 60, 44]"
LEAF_0010.jpg,1024,1024,"[862, 564, 44, 23]"
LEAF_0010.jpg,1024,1024,"[834, 481, 72, 37]"
LEAF_0010.jpg,1024,1024,"[830, 431, 55, 51]"
LEAF_0010.jpg,1024,1024,"[833, 388, 74, 34]"
LEAF_0010.jpg,1024,1024,"[865, 314, 25, 67]"
LEAF_0010.jpg,1024,1024,"[833, 310, 30, 83]"
LEAF_0010.jpg,1024,1024,"[784, 920, 51, 55]"
LEAF_0010.jpg,1024,1024,"[970, 824, 30, 47]"
LEAF_0010.jpg,1024,1024,"[942, 63, 43, 89]"
LEAF_0010.jpg,1024,1024,"[994, 94, 30, 91]"
LEAF_0011.jpg,1024,1024,"[160, 1, 439, 365]"
LEAF_0011.jpg,1024,1024,"[3, 121, 259, 342]"
LEAF_0011.jpg,1024,1024,"[326, 480, 180, 175]"
LEAF_0011.jpg,1024,1024,"[149, 412, 270, 293]"
LEAF_0011.jpg,1024,1024,"[525, 187, 220, 267]"
LEAF_0011.jpg,1024,1024,"[691, 358, 216, 212]"
LEAF_0011.jpg,1024,1024,"[525, 442, 254, 168]"
LEAF_0011.jpg,1024,1024,"[784, 48, 137, 61]"
LEAF_0011.jpg,1024,1024,"[961, 73, 63, 102]"
LEAF_0011.jpg,1024,1024,"[326, 482, 171, 169]"
LEAF_0012.jpg,1024,1024,"[498, 185, 192, 301]"
LEAF_0012.jpg,1024,1024,"[357, 182, 154, 287]"
LEAF_0012.jpg,1024,1024,"[328, 482, 185, 243]"
LEAF_0012.jpg,1024,1024,"[503, 498, 173, 254]"
LEAF_0012.jpg,1024,1024,"[123, 255, 111, 203]"
LEAF_0012.jpg,1024,1024,"[97, 462, 87, 112]"
LEAF_0012.jpg,1024,1024,"[880, 221, 91, 103]"
LEAF_0012.jpg,1024,1024,"[681, 685, 131, 113]"
LEAF_0012.jpg,1024,1024,"[748, 237, 87, 157]"
LEAF_0012.jpg,1024,1024,"[460, 43, 103, 108]"
LEAF_0012.jpg,1024,1024,"[352, 24, 108, 113]"
LEAF_0012.jpg,1024,1024,"[336, 132, 116, 83]"
LEAF_0012.jpg,1024,1024,"[179, 671, 100, 158]"
LEAF_0012.jpg,1024,1024,"[857, 733, 80, 183]"
LEAF_0012.jpg,1024,1024,"[729, 783, 131, 132]"
LEAF_0012.jpg,1024,1024,"[263, 382, 115, 101]"
LEAF_0012.jpg,1024,1024,"[765, 57, 100, 90]"
LEAF_0013.jpg,1024,1024,"[586, 304, 186, 405]"
LEAF_0013.jpg,1024,1024,"[588, 34, 207, 232]"
LEAF_0013.jpg,1024,1024,"[424, 110, 167, 223]"
LEAF_0013.jpg,1024,1024,"[74, 277, 148, 206]"
LEAF_0013.jpg,1024,1024,"[1, 487, 170, 225]"
LEAF_0013.jpg,1024,1024,"[11, 691, 135, 159]"
LEAF_0013.jpg,1024,1024,"[153, 754, 85, 101]"
LEAF_0013.jpg,1024,1024,"[105, 850, 129, 172]"
LEAF_0013.jpg,1024,1024,"[308, 640, 125, 233]"
LEAF_0013.jpg,1024,1024,"[446, 600, 171, 299]"
LEAF_0014.jpg,1024,1024,"[459, 538, 252, 215]"
LEAF_0014.jpg,1024,1024,"[178, 661, 244, 363]"
LEAF_0014.jpg,1024,1024,"[396, 811, 241, 213]"
LEAF_0014.jpg,1024,1024,"[538, 282, 242, 326]"
LEAF_0014.jpg,1024,1024,"[506, 1, 235, 98]"
LEAF_0014.jpg,1024,1024,"[1, 65, 155, 228]"
LEAF_0014.jpg,1024,1024,"[4, 224, 181, 462]"
LEAF_0014.jpg,1024,1024,"[210, 139, 176, 415]"
LEAF_0014.jpg,1024,1024,"[384, 137, 169, 420]"
LEAF_0014.jpg,1024,1024,"[254, 18, 196, 192]"
LEAF_0014.jpg,1024,1024,"[93, 723, 144, 301]"
LEAF_0015.jpg,1024,1024,"[198, 254, 464, 311]"
LEAF_0015.jpg,1024,1024,"[509, 512, 345, 512]"
LEAF_0015.jpg,1024,1024,"[209, 94, 451, 222]"
LEAF_0015.jpg,1024,1024,"[410, 2, 340, 295]"
LEAF_0015.jpg,1024,1024,"[837, 722, 184, 302]"
LEAF_0015.jpg,1024,1024,"[184, 845, 241, 111]"
LEAF_0015.jpg,1024,1024,"[762, 234, 113, 169]"
LEAF_0015.jpg,1024,1024,"[805, 557, 219, 258]"
LEAF_0016.jpg,1024,1024,"[84, 113, 148, 116]"
LEAF_0016.jpg,1024,1024,"[1, 143, 70, 131]"
LEAF_0016.jpg,1024,1024,"[183, 23, 81, 159]"
LEAF_0016.jpg,1024,1024,"[237, 208, 82, 136]"
LEAF_0016.jpg,1024,1024,"[272, 98, 87, 109]"
LEAF_0016.jpg,1024,1024,"[39, 258, 96, 170]"
LEAF_0016.jpg,1024,1024,"[1, 436, 104, 132]"
LEAF_0016.jpg,1024,1024,"[107, 411, 114, 79]"
LEAF_0016.jpg,1024,1024,"[151, 469, 103, 108]"
LEAF_0016.jpg,1024,1024,"[182, 223, 86, 176]"
LEAF_0016.jpg,1024,1024,"[345, 153, 108, 68]"
LEAF_0016.jpg,1024,1024,"[491, 260, 88, 64]"
LEAF_0016.jpg,1024,1024,"[363, 3, 78, 103]"
LEAF_0016.jpg,1024,1024,"[437, 77, 47, 79]"
LEAF_0016.jpg,1024,1024,"[107, 574, 54, 101]"
LEAF_0016.jpg,1024,1024,"[20, 636, 86, 80]"
LEAF_0016.jpg,1024,1024,"[121, 675, 50, 80]"
LEAF_0016.jpg,1024,1024,"[181, 661, 64, 119]"
LEAF_0016.jpg,1024,1024,"[266, 614, 78, 57]"
LEAF_0016.jpg,1024,1024,"[356, 442, 63, 136]"
LEAF_0016.jpg,1024,1024,"[404, 503, 109, 95]"
LEAF_0016.jpg,1024,1024,"[342, 581, 77, 152]"
LEAF_0016.jpg,1024,1024,"[214, 764, 135, 98]"
LEAF_0016.jpg,1024,1024,"[135, 784, 85, 127]"
LEAF_0016.jpg,1024,1024,"[1, 806, 131, 91]"
LEAF_0016.jpg,1024,1024,"[321, 825, 146, 110]"
LEAF_0016.jpg,1024,1024,"[255, 886, 99, 138]"
LEAF_0016.jpg,1024,1024,"[147, 906, 85, 98]"
LEAF_0016.jpg,1024,1024,"[40, 888, 94, 136]"
LEAF_0016.jpg,1024,1024,"[446, 683, 113, 138]"
LEAF_0016.jpg,1024,1024,"[529, 823, 65, 143]"
LEAF_0016.jpg,1024,1024,"[583, 779, 70, 113]"
LEAF_0016.jpg,1024,1024,"[528, 128, 81, 157]"
LEAF_0016.jpg,1024,1024,"[571, 55, 78, 144]"
LEAF_0016.jpg,1024,1024,"[510, 1, 91, 52]"
LEAF_0016.jpg,1024,1024,"[571, 296, 66, 146]"
LEAF_0016.jpg,1024,1024,"[466, 382, 151, 122]"
LEAF_0016.jpg,1024,1024,"[588, 882, 112, 85]"
LEAF_0016.jpg,1024,1024,"[726, 817, 67, 67]"
LEAF_0016.jpg,1024,1024,"[685, 733, 91, 85]"
LEAF_0016.jpg,1024,1024,"[649, 583, 100, 104]"
LEAF_0016.jpg,1024,1024,"[749, 578, 81, 99]"
LEAF_0016.jpg,1024,1024,"[703, 441, 73, 137]"
LEAF_0016.jpg,1024,1024,"[643, 318, 53, 137]"
LEAF_0016.jpg,1024,1024,"[685, 127, 97, 99]"
LEAF_0016.jpg,1024,1024,"[619, 482, 100, 110]"
LEAF_0016.jpg,1024,1024,"[823, 433, 97, 188]"
LEAF_0016.jpg,1024,1024,"[791, 699, 85, 117]"
LEAF_0016.jpg,1024,1024,"[918, 772, 73, 126]"
LEAF_0016.jpg,1024,1024,"[911, 655, 73, 114]"
LEAF_0016.jpg,1024,1024,"[833, 327, 71, 106]"
LEAF_0016.jpg,1024,1024,"[694, 345, 141, 103]"
LEAF_0016.jpg,1024,1024,"[726, 225, 75, 128]"
LEAF_0016.jpg,1024,1024,"[896, 346, 107, 87]"
LEAF_0016.jpg,1024,1024,"[891, 887, 52, 72]"
LEAF_0016.jpg,1024,1024,"[957, 947, 64, 41]"
LEAF_0016.jpg,1024,1024,"[751, 972, 37, 44]"
LEAF_0017.jpg,1024,1024,"[419, 453, 264, 268]"
LEAF_0017.jpg,1024,1024,"[56, 267, 196, 280]"
LEAF_0017.jpg,1024,1024,"[188, 207, 215, 170]"
LEAF_0017.jpg,1024,1024,"[373, 154, 171, 286]"
LEAF_0017.jpg,1024,1024,"[285, 1, 120, 209]"
LEAF_0017.jpg,1024,1024,"[351, 574, 174, 344]"
LEAF_0017.jpg,1024,1024,"[518, 822, 80, 132]"
LEAF_0017.jpg,1024,1024,"[609, 830, 133, 134]"
LEAF_0017.jpg,1024,1024,"[756, 852, 89, 140]"
LEAF_0017.jpg,1024,1024,"[840, 905, 176, 119]"
LEAF_0017.jpg,1024,1024,"[830, 240, 131, 107]"
LEAF_0017.jpg,1024,1024,"[783, 132, 51, 151]"
LEAF_0017.jpg,1024,1024,"[705, 279, 95, 118]"
LEAF_0017.jpg,1024,1024,"[627, 333, 109, 123]"
LEAF_0017.jpg,1024,1024,"[1, 851, 108, 132]"
LEAF_0017.jpg,1024,1024,"[287, 842, 87, 169]"
LEAF_0017.jpg,1024,1024,"[157, 962, 162, 62]"
LEAF_0017.jpg,1024,1024,"[507, 970, 90, 54]"
LEAF_0017.jpg,1024,1024,"[863, 363, 121, 93]"
LEAF_0017.jpg,1024,1024,"[976, 252, 48, 138]"
LEAF_0017.jpg,1024,1024,"[96, 2, 104, 270]"
LEAF_0017.jpg,1024,1024,"[563, 1, 141, 104]"
LEAF_0017.jpg,1024,1024,"[865, 46, 81, 93]"
LEAF_0017.jpg,1024,1024,"[733, 768, 78, 91]"
LEAF_0017.jpg,1024,1024,"[965, 846, 59, 69]"
LEAF_0017.jpg,1024,1024,"[154, 582, 147, 265]"
LEAF_0018.jpg,1024,1024,"[630, 317, 394, 547]"
LEAF_0018.jpg,1024,1024,"[1, 560, 659, 464]"
LEAF_0018.jpg,1024,1024,"[281, 1, 390, 217]"
LEAF_0018.jpg,1024,1024,"[897, 1, 127, 253]"
LEAF_0018.jpg,1024,1024,"[291, 450, 372, 276]"
LEAF_0018.jpg,1024,1024,"[1, 244, 154, 406]"
LEAF_0019.jpg,1024,1024,"[722, 298, 302, 209]"
LEAF_0019.jpg,1024,1024,"[747, 459, 277, 166]"
LEAF_0019.jpg,1024,1024,"[870, 700, 154, 324]"
LEAF_0019.jpg,1024,1024,"[696, 655, 171, 200]"
LEAF_0019.jpg,1024,1024,"[421, 810, 222, 214]"
LEAF_0019.jpg,1024,1024,"[110, 373, 80, 169]"
LEAF_0019.jpg,1024,1024,"[418, 252, 64, 158]"
LEAF_0019.jpg,1024,1024,"[88, 630, 353, 205]"
LEAF_0019.jpg,1024,1024,"[73, 106, 67, 75]"
LEAF_0019.jpg,1024,1024,"[1, 154, 135, 98]"
LEAF_0019.jpg,1024,1024,"[291, 223, 106, 54]"
LEAF_0020.jpg,1024,1024,"[292, 265, 191, 222]"
LEAF_0020.jpg,1024,1024,"[98, 164, 155, 229]"
LEAF_0020.jpg,1024,1024,"[342, 182, 139, 98]"
LEAF_0020.jpg,1024,1024,"[773, 420, 179, 160]"
LEAF_0020.jpg,1024,1024,"[667, 428, 121, 204]"
LEAF_0020.jpg,1024,1024,"[491, 521, 185, 138]"
LEAF_0020.jpg,1024,1024,"[389, 521, 101, 173]"
LEAF_0020.jpg,1024,1024,"[417, 722, 113, 196]"
LEAF_0020.jpg,1024,1024,"[371, 718, 61, 76]"
LEAF_0020.jpg,1024,1024,"[656, 682, 72, 179]"
LEAF_0020.jpg,1024,1024,"[802, 574, 209, 109]"
LEAF_0020.jpg,1024,1024,"[908, 710, 93, 104]"
LEAF_0020.jpg,1024,1024,"[629, 195, 120, 208]"
LEAF_0020.jpg,1024,1024,"[545, 28, 108, 211]"
LEAF_0020.jpg,1024,1024,"[131, 915, 68, 104]"
LEAF_0020.jpg,1024,1024,"[557, 675, 110, 69]"
LEAF_0020.jpg,1024,1024,"[25, 482, 125, 206]"
LEAF_0021.jpg,1024,1024,"[370, 36, 96, 67]"
LEAF_0021.jpg,1024,1024,"[376, 131, 50, 101]"
LEAF_0021.jpg,1024,1024,"[412, 138, 46, 105]"
LEAF_0021.jpg,1024,1024,"[454, 164, 58, 107]"
LEAF_0021.jpg,1024,1024,"[524, 179, 66, 114]"
LEAF_0021.jpg,1024,1024,"[558, 104, 50, 102]"
LEAF_0021.jpg,1024,1024,"[599, 19, 78, 54]"
LEAF_0021.jpg,1024,1024,"[605, 71, 70, 63]"
LEAF_0021.jpg,1024,1024,"[635, 140, 62, 59]"
LEAF_0021.jpg,1024,1024,"[659, 173, 58, 73]"
LEAF_0021.jpg,1024,1024,"[585, 236, 49, 108]"
LEAF_0021.jpg,1024,1024,"[696, 235, 61, 57]"
LEAF_0021.jpg,1024,1024,"[617, 260, 74, 118]"
LEAF_0021.jpg,1024,1024,"[663, 292, 68, 115]"
LEAF_0021.jpg,1024,1024,"[743, 305, 53, 48]"
LEAF_0021.jpg,1024,1024,"[765, 326, 51, 57]"
LEAF_0021.jpg,1024,1024,"[718, 143, 50, 100]"
LEAF_0021.jpg,1024,1024,"[762, 75, 68, 51]"
LEAF_0021.jpg,1024,1024,"[823, 127, 57, 52]"
LEAF_0021.jpg,1024,1024,"[818, 226, 51, 64]"
LEAF_0021.jpg,1024,1024,"[841, 296, 37, 54]"
LEAF_0021.jpg,1024,1024,"[879, 355, 39, 70]"
LEAF_0021.jpg,1024,1024,"[810, 404, 48, 80]"
LEAF_0021.jpg,1024,1024,"[692, 366, 64, 95]"
LEAF_0021.jpg,1024,1024,"[892, 86, 61, 75]"
LEAF_0021.jpg,1024,1024,"[892, 1, 58, 65]"
LEAF_0021.jpg,1024,1024,"[748, 1, 74, 58]"
LEAF_0021.jpg,1024,1024,"[671, 1, 59, 105]"
LEAF_0021.jpg,1024,1024,"[495, 1, 72, 68]"
LEAF_0021.jpg,1024,1024,"[461, 61, 62, 86]"
LEAF_0021.jpg,1024,1024,"[948, 318, 51, 66]"
LEAF_0021.jpg,1024,1024,"[929, 403, 53, 56]"
LEAF_0021.jpg,1024,1024,"[908, 507, 68, 96]"
LEAF_0021.jpg,1024,1024,"[770, 440, 46, 92]"
LEAF_0021.jpg,1024,1024,"[887, 449, 27, 31]"
LEAF_0021.jpg,1024,1024,"[485, 285, 57, 68]"
LEAF_0021.jpg,1024,1024,"[424, 339, 65, 96]"
LEAF_0021.jpg,1024,1024,"[461, 380, 68, 106]"
LEAF_0021.jpg,1024,1024,"[527, 361, 35, 43]"
LEAF_0021.jpg,1024,1024,"[554, 346, 65, 83]"
LEAF_0021.jpg,1024,1024,"[605, 430, 40, 43]"
LEAF_0021.jpg,1024,1024,"[536, 425, 37, 64]"
LEAF_0021.jpg,1024,1024,"[644, 433, 50, 75]"
LEAF_0021.jpg,1024,1024,"[672, 463, 49, 62]"
LEAF_0021.jpg,1024,1024,"[710, 482, 49, 57]"
LEAF_0021.jpg,1024,1024,"[787, 531, 28, 45]"
LEAF_0021.jpg,1024,1024,"[873, 620, 29, 39]"
LEAF_0021.jpg,1024,1024,"[940, 625, 44, 48]"
LEAF_0021.jpg,1024,1024,"[507, 474, 61, 101]"
LEAF_0021.jpg,1024,1024,"[468, 500, 49, 99]"
LEAF_0021.jpg,1024,1024,"[594, 583, 45, 81]"
LEAF_0021.jpg,1024,1024,"[541, 589, 55, 103]"
LEAF_0021.jpg,1024,1024,"[503, 611, 43, 66]"
LEAF_0021.jpg,1024,1024,"[623, 534, 43, 86]"
LEAF_0021.jpg,1024,1024,"[651, 524, 69, 108]"
LEAF_0021.jpg,1024,1024,"[714, 575, 56, 106]"
LEAF_0021.jpg,1024,1024,"[767, 586, 35, 63]"
LEAF_0021.jpg,1024,1024,"[800, 589, 60, 118]"
LEAF_0021.jpg,1024,1024,"[861, 675, 63, 125]"
LEAF_0021.jpg,1024,1024,"[899, 759, 35, 42]"
LEAF_0021.jpg,1024,1024,"[959, 733, 65, 73]"
LEAF_0021.jpg,1024,1024,"[940, 667, 59, 60]"
LEAF_0021.jpg,1024,1024,"[775, 716, 50, 62]"
LEAF_0021.jpg,1024,1024,"[722, 726, 39, 56]"
LEAF_0021.jpg,1024,1024,"[634, 733, 78, 80]"
LEAF_0021.jpg,1024,1024,"[585, 704, 77, 75]"
LEAF_0021.jpg,1024,1024,"[540, 701, 61, 63]"
LEAF_0021.jpg,1024,1024,"[776, 782, 44, 68]"
LEAF_0021.jpg,1024,1024,"[709, 776, 54, 73]"
LEAF_0021.jpg,1024,1024,"[818, 848, 58, 54]"
LEAF_0021.jpg,1024,1024,"[984, 838, 40, 68]"
LEAF_0021.jpg,1024,1024,"[921, 859, 40, 54]"
LEAF_0021.jpg,1024,1024,"[699, 852, 53, 95]"
LEAF_0021.jpg,1024,1024,"[736, 896, 52, 71]"
LEAF_0021.jpg,1024,1024,"[651, 827, 31, 42]"
LEAF_0021.jpg,1024,1024,"[590, 824, 63, 135]"
LEAF_0021.jpg,1024,1024,"[391, 482, 61, 56]"
LEAF_0021.jpg,1024,1024,"[319, 500, 71, 79]"
LEAF_0021.jpg,1024,1024,"[257, 657, 70, 59]"
LEAF_0021.jpg,1024,1024,"[194, 631, 89, 80]"
LEAF_0021.jpg,1024,1024,"[136, 629, 81, 89]"
LEAF_0021.jpg,1024,1024,"[128, 739, 58, 124]"
LEAF_0021.jpg,1024,1024,"[181, 768, 67, 107]"
LEAF_0021.jpg,1024,1024,"[292, 770, 49, 110]"
LEAF_0021.jpg,1024,1024,"[340, 774, 67, 129]"
LEAF_0021.jpg,1024,1024,"[476, 796, 41, 70]"
LEAF_0021.jpg,1024,1024,"[558, 821, 40, 76]"
LEAF_0021.jpg,1024,1024,"[96, 723, 34, 32]"
